prompt,output
"Frame: Vote

Sentence: When Rachel Zenzinger was on the Arvada City Council , she voted to spend taxpayer funds for a junket to China .

Frame Elements:
- Agent: she
- Issue: to spend taxpayer funds for a junket to China

New order of frame elements: Issue, Agent

","To spend taxpayer funds for a junket to China , Rachel Zenzinger voted when she was on the Arvada City Council."
"Frame: Vote

Sentence: Joe Heck voted to shut down the government .

Frame Elements:
- Agent: Joe Heck
- Issue: to shut down the government

New order of frame elements: Issue, Agent

","To shut down the government, Joe Heck voted."
"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Agent, Issue, Frequency

",Democratic U.S. Senate candidate Russ Feingold voted to raise taxes over 250 times.
"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Issue, Agent, Frequency

","To raise taxes, Democratic U.S. Senate candidate Russ Feingold voted over 250 times."
"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Issue, Frequency, Agent

","To raise taxes, Democratic U.S. Senate candidate Russ Feingold voted over 250 times."
"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Frequency, Agent, Issue

","Over 250 times, Democratic U.S. Senate candidate Russ Feingold voted to raise taxes."
"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Frequency, Issue, Agent

","Over 250 times, taxes were raised by Democratic U.S. Senate candidate Russ Feingold through his votes."
"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Agent, Issue, Position

","Jack Berry, in favor of a plan to cut $23.8 million from our schools, voted."
"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Issue, Agent, Position

",A plan to cut $23.8 million from our schools was voted for by Jack Berry.
"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Issue, Position, Agent

",A plan to cut $23.8 million from our schools was voted for by Jack Berry.
"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Position, Agent, Issue

","For a plan to cut $23.8 million from our schools, Jack Berry voted."
"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Position, Issue, Agent

","For a plan to cut $23.8 million from our schools, Jack Berry voted."
"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Agent, Issue, Position

",He was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits because Chris Koster opposed protecting the women of Missouri.
"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Issue, Agent, Position

",A bill ending the practice of making rape victims pay for their own rape kits was opposed by Chris Koster because he was one of only four senators to vote against it.
"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Issue, Position, Agent

",A bill ending the practice of making rape victims pay for their own rape kits was voted against by Chris Koster because he was one of only four senators.
"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Position, Agent, Issue

","Against the bill ending the practice of making rape victims pay for their own rape kits, he was one of only four senators to vote against it because Chris Koster opposed protecting the women of Missouri."
"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Position, Issue, Agent

","Against a bill ending the practice of making rape victims pay for their own rape kits, Chris Koster opposed protecting the women of Missouri by being one of only four senators to vote."
"Frame: Vote

Sentence: Russ Feingold voted to raise taxes on Social Security benefits for seniors , he even tried to give Social Security benefits to illegal immigrants .

Frame Elements:
- Agent: Russ Feingold
- Issue: to raise taxes on Social Security benefits for seniors

New order of frame elements: Issue, Agent

","To raise taxes on Social Security benefits for seniors, Russ Feingold voted, he even tried to give Social Security benefits to illegal immigrants."
"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Agent, Issue, Position

","Johnson voted against the Violence Against Women Act, as Donald Trump and Ron Johnson oppose a woman's right to choose."
"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Issue, Agent, Position

",The Violence Against Women Act was voted against by Johnson due to his position against it.
"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Issue, Position, Agent

",The Violence Against Women Act was voted against by Johnson due to his position against it.
"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Position, Agent, Issue

","Against the Violence Against Women Act, Johnson voted, and Donald Trump and Ron Johnson oppose a woman's right to choose."
"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Position, Issue, Agent

","Against the Violence Against Women Act, Johnson voted, and Donald Trump and Ron Johnson oppose a woman's right to choose."
"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Issue: to protect tax breaks for companies that ship jobs overseas

New order of frame elements: Issue, Agent

","To protect tax breaks for companies that ship jobs overseas, Richard Burr voted, but he voted against a tax break to help working people."
"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Agent, Issue, Position

",Richard Burr voted against a tax break to help working people while voting to protect tax breaks for companies that ship jobs overseas.
"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Issue, Agent, Position

",A tax break to help working people was voted against by Richard Burr.
"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Issue, Position, Agent

",A tax break to help working people was voted against by Richard Burr.
"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Position, Agent, Issue

","Against a tax break to help working people, Richard Burr voted to protect tax breaks for companies that ship jobs overseas."
"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Position, Issue, Agent

","Against a tax break to help working people, Richard Burr voted to protect tax breaks for companies that ship jobs overseas."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Issue, Time, Frequency

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Frequency, Issue, Time

",Roy Blunt raised his own pay 12 times while in Congress by voting.
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Frequency, Time, Issue

",Roy Blunt raised his own pay 12 times while in Congress by voting.
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Time, Issue, Frequency

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Time, Frequency, Issue

","Roy Blunt, while in Congress, voted 12 times to raise his own pay."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Agent, Frequency, Time

","To raise his own pay, Roy Blunt voted 12 times while in Congress."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Agent, Time, Frequency

","To raise his own pay, Roy Blunt voted 12 times while in Congress."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Frequency, Agent, Time

","To raise his own pay 12 times while in Congress, Roy Blunt voted multiple times."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Frequency, Time, Agent

","To raise his own pay, Roy Blunt voted 12 times while in Congress."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Time, Agent, Frequency

","To raise his own pay, 12 times while in Congress, Roy Blunt voted."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Time, Frequency, Agent

","To raise his own pay, while in Congress, Roy Blunt voted 12 times."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Agent, Issue, Time

",12 times Roy Blunt voted to raise his own pay while in Congress.
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Agent, Time, Issue

",12 times Roy Blunt voted while in Congress to raise his own pay.
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Issue, Agent, Time

",12 times Roy Blunt voted to raise his own pay while in Congress.
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Issue, Time, Agent

",12 times Roy Blunt voted to raise his own pay while in Congress.
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Time, Agent, Issue

","12 times while in Congress, Roy Blunt voted to raise his own pay."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Time, Issue, Agent

","12 times while in Congress, to raise his own pay, Roy Blunt voted."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Agent, Issue, Frequency

","While in Congress, Roy Blunt voted to raise his own pay 12 times."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Agent, Frequency, Issue

","While in Congress, Roy Blunt voted to raise his own pay 12 times."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Issue, Agent, Frequency

","While in Congress, Roy Blunt raised his own pay 12 times by voting for it."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Issue, Frequency, Agent

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Frequency, Agent, Issue

","While in Congress, Roy Blunt voted to raise his own pay 12 times."
"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Frequency, Issue, Agent

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
"Frame: Vote

Sentence: Democrat Stephen Webber voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds , and even voted to allow sex offenders to be coaches .

Frame Elements:
- Agent: Democrat Stephen Webber
- Issue: to allow sex offenders to be within 500 feet of childcare centers and playgrounds

New order of frame elements: Issue, Agent

","To allow sex offenders to be within 500 feet of childcare centers and playgrounds, Democrat Stephen Webber voted, and even voted to allow sex offenders to be coaches."
"Frame: Vote

Sentence: Democrat Stephen Webber voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds , and even voted to allow sex offenders to be coaches .

Frame Elements:
- Agent: Democrat Stephen Webber
- Issue: to allow sex offenders to be coaches

New order of frame elements: Issue, Agent

","To allow sex offenders to be coaches, Democrat Stephen Webber voted, permitting them to be within 500 feet of childcare centers and playgrounds."
"Frame: Vote

Sentence: For the tens of millions of Americans who will lose their health care if the ACA is repealed , I vote no .

Frame Elements:
- Issue: the ACA
- Agent: I
- Position: no

New order of frame elements: Agent, Issue, Position

",I vote no for the tens of millions of Americans who will lose their health care if the ACA is repealed.
"Frame: Vote

Sentence: For the tens of millions of Americans who will lose their health care if the ACA is repealed , I vote no .

Frame Elements:
- Issue: the ACA
- Agent: I
- Position: no

New order of frame elements: Agent, Position, Issue

",I vote no for the tens of millions of Americans who will lose their health care if the ACA is repealed.
"Frame: Vote

Sentence: For the tens of millions of Americans who will lose their health care if the ACA is repealed , I vote no .

Frame Elements:
- Issue: the ACA
- Agent: I
- Position: no

New order of frame elements: Issue, Position, Agent

","I vote no for the ACA, for the tens of millions of Americans who will lose their health care if it is repealed."
"Frame: Vote

Sentence: For the tens of millions of Americans who will lose their health care if the ACA is repealed , I vote no .

Frame Elements:
- Issue: the ACA
- Agent: I
- Position: no

New order of frame elements: Position, Agent, Issue

",I vote no for the tens of millions of Americans who will lose their health care if the ACA is repealed.
"Frame: Vote

Sentence: For the tens of millions of Americans who will lose their health care if the ACA is repealed , I vote no .

Frame Elements:
- Issue: the ACA
- Agent: I
- Position: no

New order of frame elements: Position, Issue, Agent

",I vote no for the tens of millions of Americans who will lose their health care if the ACA is repealed.
"Frame: Vote

Sentence: Thirteen Democratic senators voted against cheaper medicines and took millions from big pharma since 2011 .

Frame Elements:
- Agent: Thirteen Democratic senators
- Position: against
- Issue: cheaper medicines

New order of frame elements: Agent, Issue, Position

",Thirteen Democratic senators took millions from big pharma since 2011 and voted against cheaper medicines.
"Frame: Vote

Sentence: Thirteen Democratic senators voted against cheaper medicines and took millions from big pharma since 2011 .

Frame Elements:
- Agent: Thirteen Democratic senators
- Position: against
- Issue: cheaper medicines

New order of frame elements: Issue, Agent, Position

",Cheaper medicines were voted against by thirteen Democratic senators and took millions from big pharma since 2011.
"Frame: Vote

Sentence: Thirteen Democratic senators voted against cheaper medicines and took millions from big pharma since 2011 .

Frame Elements:
- Agent: Thirteen Democratic senators
- Position: against
- Issue: cheaper medicines

New order of frame elements: Issue, Position, Agent

","Since 2011, cheaper medicines were voted against by Thirteen Democratic senators, who took millions from big pharma."
"Frame: Vote

Sentence: Thirteen Democratic senators voted against cheaper medicines and took millions from big pharma since 2011 .

Frame Elements:
- Agent: Thirteen Democratic senators
- Position: against
- Issue: cheaper medicines

New order of frame elements: Position, Agent, Issue

","Against cheaper medicines, thirteen Democratic senators voted and took millions from big pharma since 2011."
"Frame: Vote

Sentence: Thirteen Democratic senators voted against cheaper medicines and took millions from big pharma since 2011 .

Frame Elements:
- Agent: Thirteen Democratic senators
- Position: against
- Issue: cheaper medicines

New order of frame elements: Position, Issue, Agent

","Against cheaper medicines, thirteen Democratic senators voted and took millions from big pharma since 2011."
"Frame: Vote

Sentence: 215 members of Congress just voted to let your ISP spy on what type of underwear you buy and sell that data to advertisers .

Frame Elements:
- Agent: 215 members of Congress
- Issue: to let your ISP spy on what type of underwear you buy and sell that data to advertisers

New order of frame elements: Issue, Agent

","To let your ISP spy on what type of underwear you buy and sell that data to advertisers, 215 members of Congress just voted."
"Frame: Vote

Sentence: Judge Neil Gorsuch 's record on the 10th U.S . Circuit Court of Appeals falls well within the mainstream , because he 's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously .

Frame Elements:
- Agent: he
- Side: with a majority
- Support_rate: 99 percent of the time

New order of frame elements: Agent, Support_rate, Side

","He has voted with a majority 99 percent of the time on the 10th U.S. Circuit Court of Appeals, demonstrating that Judge Neil Gorsuch's record falls well within the mainstream and that roughly 97 percent of the cases he has participated in were decided unanimously."
"Frame: Vote

Sentence: Judge Neil Gorsuch 's record on the 10th U.S . Circuit Court of Appeals falls well within the mainstream , because he 's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously .

Frame Elements:
- Agent: he
- Side: with a majority
- Support_rate: 99 percent of the time

New order of frame elements: Side, Agent, Support_rate

","With a majority, Judge Neil Gorsuch's record on the 10th U.S. Circuit Court of Appeals falls well within the mainstream because he's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously."
"Frame: Vote

Sentence: Judge Neil Gorsuch 's record on the 10th U.S . Circuit Court of Appeals falls well within the mainstream , because he 's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously .

Frame Elements:
- Agent: he
- Side: with a majority
- Support_rate: 99 percent of the time

New order of frame elements: Side, Support_rate, Agent

","With a majority 99 percent of the time, Judge Neil Gorsuch's record on the 10th U.S . Circuit Court of Appeals falls well within the mainstream, because he 's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously."
"Frame: Vote

Sentence: Judge Neil Gorsuch 's record on the 10th U.S . Circuit Court of Appeals falls well within the mainstream , because he 's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously .

Frame Elements:
- Agent: he
- Side: with a majority
- Support_rate: 99 percent of the time

New order of frame elements: Support_rate, Agent, Side

","99 percent of the time, he has voted with a majority, and roughly 97 percent of the cases he has participated in were decided unanimously, proving that Judge Neil Gorsuch's record on the 10th U.S. Circuit Court of Appeals falls well within the mainstream."
"Frame: Vote

Sentence: Judge Neil Gorsuch 's record on the 10th U.S . Circuit Court of Appeals falls well within the mainstream , because he 's voted with a majority 99 percent of the time and roughly 97 percent of the cases he has participated in were decided unanimously .

Frame Elements:
- Agent: he
- Side: with a majority
- Support_rate: 99 percent of the time

New order of frame elements: Support_rate, Side, Agent

","99 percent of the time, with a majority, he has voted with a majority on Judge Neil Gorsuch's record on the 10th U.S. Circuit Court of Appeals, because roughly 97 percent of the cases he has participated in were decided unanimously."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Agent, Issue, Position, Time

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Agent, Issue, Time, Position

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Agent, Position, Time, Issue

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Agent, Time, Issue, Position

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Agent, Time, Position, Issue

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Issue, Agent, Position, Time

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Issue, Agent, Time, Position

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Issue, Position, Agent, Time

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Issue, Position, Time, Agent

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Issue, Time, Agent, Position

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Issue, Time, Position, Agent

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Position, Agent, Issue, Time

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Position, Agent, Time, Issue

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Position, Issue, Agent, Time

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Position, Issue, Time, Agent

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Position, Time, Agent, Issue

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Position, Time, Issue, Agent

","In 2006, for a border wall, they voted."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Time, Agent, Issue, Position

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Time, Agent, Position, Issue

","In 2006, they voted for a border wall."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Time, Issue, Agent, Position

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Time, Issue, Position, Agent

","In 2006, a border wall was voted for by them."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Time, Position, Agent, Issue

","In 2006, for a border wall, they voted."
"Frame: Vote

Sentence: They voted for a border wall in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: a border wall
- Time: in 2006

New order of frame elements: Time, Position, Issue, Agent

","In 2006, for a border wall, they voted."
"Frame: Vote

Sentence: Then-Senator Obama voted for it .

Frame Elements:
- Agent: Then-Senator Obama
- Position: for
- Issue: it

New order of frame elements: Agent, Issue, Position

",Then-Senator Obama voted for it.
