og_sentence,frame,target,og_Agent,og_Issue,og_Side,og_Position,og_Frequency,og_Time,og_Place,og_Support_rate,prompt,new_sentence
Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .,Vote,voted,"(0, 32)","(89, 160)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .

Frame Elements:
- Agent: Miami Congressman Carlos Curbelo
- Position: against
- Issue: President Obama 's ability to fight pollution and combat climate change

New order of frame elements: Issue, Agent, Position

","President Obama's ability to fight pollution and combat climate change has been repeatedly voted against by Miami Congressman Carlos Curbelo, who also supports drilling offshore."
Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .,Vote,voted,"(0, 32)","(89, 160)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .

Frame Elements:
- Agent: Miami Congressman Carlos Curbelo
- Position: against
- Issue: President Obama 's ability to fight pollution and combat climate change

New order of frame elements: Issue, Position, Agent

","President Obama's ability to fight pollution and combat climate change was repeatedly voted against by Miami Congressman Carlos Curbelo, who supports drilling offshore."
Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .,Vote,voted,"(0, 32)","(89, 160)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .

Frame Elements:
- Agent: Miami Congressman Carlos Curbelo
- Position: against
- Issue: President Obama 's ability to fight pollution and combat climate change

New order of frame elements: Position, Agent, Issue

","Against President Obama's ability to fight pollution and combat climate change, Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted."
Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .,Vote,voted,"(0, 32)","(89, 160)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama 's ability to fight pollution and combat climate change .

Frame Elements:
- Agent: Miami Congressman Carlos Curbelo
- Position: against
- Issue: President Obama 's ability to fight pollution and combat climate change

New order of frame elements: Position, Issue, Agent

","Against President Obama's ability to fight pollution and combat climate change, Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted."
She voted for a statewide fracking ban .,Vote,voted,"(0, 3)","(14, 38)",,"(10, 13)",,,,,"Frame: Vote

Sentence: She voted for a statewide fracking ban .

Frame Elements:
- Agent: She
- Position: for
- Issue: a statewide fracking ban

New order of frame elements: Agent, Issue, Position

","She, a statewide fracking ban, voted for."
She voted for a statewide fracking ban .,Vote,voted,"(0, 3)","(14, 38)",,"(10, 13)",,,,,"Frame: Vote

Sentence: She voted for a statewide fracking ban .

Frame Elements:
- Agent: She
- Position: for
- Issue: a statewide fracking ban

New order of frame elements: Issue, Agent, Position

",A statewide fracking ban was voted for by her.
She voted for a statewide fracking ban .,Vote,voted,"(0, 3)","(14, 38)",,"(10, 13)",,,,,"Frame: Vote

Sentence: She voted for a statewide fracking ban .

Frame Elements:
- Agent: She
- Position: for
- Issue: a statewide fracking ban

New order of frame elements: Issue, Position, Agent

",A statewide fracking ban was voted for by her.
She voted for a statewide fracking ban .,Vote,voted,"(0, 3)","(14, 38)",,"(10, 13)",,,,,"Frame: Vote

Sentence: She voted for a statewide fracking ban .

Frame Elements:
- Agent: She
- Position: for
- Issue: a statewide fracking ban

New order of frame elements: Position, Agent, Issue

","For a statewide fracking ban, she voted."
She voted for a statewide fracking ban .,Vote,voted,"(0, 3)","(14, 38)",,"(10, 13)",,,,,"Frame: Vote

Sentence: She voted for a statewide fracking ban .

Frame Elements:
- Agent: She
- Position: for
- Issue: a statewide fracking ban

New order of frame elements: Position, Issue, Agent

","For a statewide fracking ban, she voted."
"Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .",Vote,voted,"(0, 11)","(22, 143)",,"(18, 21)",,,,,"Frame: Vote

Sentence: Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .

Frame Elements:
- Agent: Rob Portman
- Position: for
- Issue: the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed

New order of frame elements: Agent, Issue, Position

","Rob Portman, the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed, voted for."
"Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .",Vote,voted,"(0, 11)","(22, 143)",,"(18, 21)",,,,,"Frame: Vote

Sentence: Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .

Frame Elements:
- Agent: Rob Portman
- Position: for
- Issue: the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed

New order of frame elements: Issue, Agent, Position

","The bipartisan bill to affirm climate change is real, humans significantly contribute to it, and it needs to be addressed was voted for by Rob Portman."
"Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .",Vote,voted,"(0, 11)","(22, 143)",,"(18, 21)",,,,,"Frame: Vote

Sentence: Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .

Frame Elements:
- Agent: Rob Portman
- Position: for
- Issue: the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed

New order of frame elements: Issue, Position, Agent

","The bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed was voted for by Rob Portman."
"Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .",Vote,voted,"(0, 11)","(22, 143)",,"(18, 21)",,,,,"Frame: Vote

Sentence: Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .

Frame Elements:
- Agent: Rob Portman
- Position: for
- Issue: the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed

New order of frame elements: Position, Agent, Issue

","For the bipartisan bill to affirm climate change is real, humans significantly contribute to it, and it needs to be addressed, Rob Portman voted."
"Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .",Vote,voted,"(0, 11)","(22, 143)",,"(18, 21)",,,,,"Frame: Vote

Sentence: Rob Portman voted for the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed .

Frame Elements:
- Agent: Rob Portman
- Position: for
- Issue: the bipartisan bill to affirm climate change is real , humans significantly contribute to it and it needs to be addressed

New order of frame elements: Position, Issue, Agent

","For the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed, Rob Portman voted."
"In Washington , D.C. , Sen. Richard Burr took millions from special interests , went there and cashed in , voted to cut his own taxes and raise taxes on working folks .",Vote,voted,"(23, 40)","(113, 166)",,,,,,,"Frame: Vote

Sentence: In Washington , D.C. , Sen. Richard Burr took millions from special interests , went there and cashed in , voted to cut his own taxes and raise taxes on working folks .

Frame Elements:
- Agent: Sen. Richard Burr
- Issue: to cut his own taxes and raise taxes on working folks

New order of frame elements: Issue, Agent

","To cut his own taxes and raise taxes on working folks, Sen. Richard Burr in Washington, D.C. took millions from special interests, went there and cashed in, and voted."
Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries .,Vote,voted,"(0, 47)","(54, 149)",,,,,,,"Frame: Vote

Sentence: Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries .

Frame Elements:
- Agent: Colorado congressional candidate Morgan Carroll
- Issue: to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries

New order of frame elements: Issue, Agent

","To allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries, Colorado congressional candidate Morgan Carroll voted."
And Tammy Duckworth voted yes on the Iran nuclear deal .,Vote,voted,"(4, 19)","(30, 54)",,"(26, 29)",,,,,"Frame: Vote

Sentence: And Tammy Duckworth voted yes on the Iran nuclear deal .

Frame Elements:
- Agent: Tammy Duckworth
- Position: yes
- Issue: on the Iran nuclear deal

New order of frame elements: Agent, Issue, Position

",Tammy Duckworth on the Iran nuclear deal voted yes.
And Tammy Duckworth voted yes on the Iran nuclear deal .,Vote,voted,"(4, 19)","(30, 54)",,"(26, 29)",,,,,"Frame: Vote

Sentence: And Tammy Duckworth voted yes on the Iran nuclear deal .

Frame Elements:
- Agent: Tammy Duckworth
- Position: yes
- Issue: on the Iran nuclear deal

New order of frame elements: Issue, Agent, Position

","On the Iran nuclear deal, Tammy Duckworth voted yes."
And Tammy Duckworth voted yes on the Iran nuclear deal .,Vote,voted,"(4, 19)","(30, 54)",,"(26, 29)",,,,,"Frame: Vote

Sentence: And Tammy Duckworth voted yes on the Iran nuclear deal .

Frame Elements:
- Agent: Tammy Duckworth
- Position: yes
- Issue: on the Iran nuclear deal

New order of frame elements: Issue, Position, Agent

","On the Iran nuclear deal, Tammy Duckworth voted yes."
And Tammy Duckworth voted yes on the Iran nuclear deal .,Vote,voted,"(4, 19)","(30, 54)",,"(26, 29)",,,,,"Frame: Vote

Sentence: And Tammy Duckworth voted yes on the Iran nuclear deal .

Frame Elements:
- Agent: Tammy Duckworth
- Position: yes
- Issue: on the Iran nuclear deal

New order of frame elements: Position, Agent, Issue

","On the Iran nuclear deal, Tammy Duckworth voted yes."
And Tammy Duckworth voted yes on the Iran nuclear deal .,Vote,voted,"(4, 19)","(30, 54)",,"(26, 29)",,,,,"Frame: Vote

Sentence: And Tammy Duckworth voted yes on the Iran nuclear deal .

Frame Elements:
- Agent: Tammy Duckworth
- Position: yes
- Issue: on the Iran nuclear deal

New order of frame elements: Position, Issue, Agent

","On the Iran nuclear deal, Tammy Duckworth voted yes."
"Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .",Vote,voted,"(0, 19)","(30, 88)",,"(26, 29)",,,,,"Frame: Vote

Sentence: Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .

Frame Elements:
- Agent: Sen. Johnny Isakson
- Position: for
- Issue: a trade agreement , with China costing Georgia 93,000 jobs

New order of frame elements: Agent, Issue, Position

","Sen. Johnny Isakson, with China costing Georgia 93,000 jobs, voted for a trade agreement."
"Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .",Vote,voted,"(0, 19)","(30, 88)",,"(26, 29)",,,,,"Frame: Vote

Sentence: Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .

Frame Elements:
- Agent: Sen. Johnny Isakson
- Position: for
- Issue: a trade agreement , with China costing Georgia 93,000 jobs

New order of frame elements: Issue, Agent, Position

","A trade agreement , with China costing Georgia 93,000 jobs, was voted for by Sen. Johnny Isakson."
"Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .",Vote,voted,"(0, 19)","(30, 88)",,"(26, 29)",,,,,"Frame: Vote

Sentence: Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .

Frame Elements:
- Agent: Sen. Johnny Isakson
- Position: for
- Issue: a trade agreement , with China costing Georgia 93,000 jobs

New order of frame elements: Issue, Position, Agent

","A trade agreement with China costing Georgia 93,000 jobs was voted for by Sen. Johnny Isakson."
"Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .",Vote,voted,"(0, 19)","(30, 88)",,"(26, 29)",,,,,"Frame: Vote

Sentence: Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .

Frame Elements:
- Agent: Sen. Johnny Isakson
- Position: for
- Issue: a trade agreement , with China costing Georgia 93,000 jobs

New order of frame elements: Position, Agent, Issue

","For a trade agreement with China costing Georgia 93,000 jobs, Sen. Johnny Isakson voted."
"Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .",Vote,voted,"(0, 19)","(30, 88)",,"(26, 29)",,,,,"Frame: Vote

Sentence: Sen. Johnny Isakson voted for a trade agreement , with China costing Georgia 93,000 jobs .

Frame Elements:
- Agent: Sen. Johnny Isakson
- Position: for
- Issue: a trade agreement , with China costing Georgia 93,000 jobs

New order of frame elements: Position, Issue, Agent

","For a trade agreement with China costing Georgia 93,000 jobs, Sen. Johnny Isakson voted."
Sen. Richard Burr voted no on the Violence Against Women Act .,Vote,voted,"(0, 17)","(27, 60)",,"(24, 26)",,,,,"Frame: Vote

Sentence: Sen. Richard Burr voted no on the Violence Against Women Act .

Frame Elements:
- Agent: Sen. Richard Burr
- Position: no
- Issue: on the Violence Against Women Act

New order of frame elements: Agent, Issue, Position

",Sen. Richard Burr on the Violence Against Women Act voted no.
Sen. Richard Burr voted no on the Violence Against Women Act .,Vote,voted,"(0, 17)","(27, 60)",,"(24, 26)",,,,,"Frame: Vote

Sentence: Sen. Richard Burr voted no on the Violence Against Women Act .

Frame Elements:
- Agent: Sen. Richard Burr
- Position: no
- Issue: on the Violence Against Women Act

New order of frame elements: Issue, Agent, Position

","On the Violence Against Women Act, Sen. Richard Burr voted no."
Sen. Richard Burr voted no on the Violence Against Women Act .,Vote,voted,"(0, 17)","(27, 60)",,"(24, 26)",,,,,"Frame: Vote

Sentence: Sen. Richard Burr voted no on the Violence Against Women Act .

Frame Elements:
- Agent: Sen. Richard Burr
- Position: no
- Issue: on the Violence Against Women Act

New order of frame elements: Issue, Position, Agent

","On the Violence Against Women Act, Sen. Richard Burr voted no."
Sen. Richard Burr voted no on the Violence Against Women Act .,Vote,voted,"(0, 17)","(27, 60)",,"(24, 26)",,,,,"Frame: Vote

Sentence: Sen. Richard Burr voted no on the Violence Against Women Act .

Frame Elements:
- Agent: Sen. Richard Burr
- Position: no
- Issue: on the Violence Against Women Act

New order of frame elements: Position, Agent, Issue

",No on the Violence Against Women Act was voted by Sen. Richard Burr.
Sen. Richard Burr voted no on the Violence Against Women Act .,Vote,voted,"(0, 17)","(27, 60)",,"(24, 26)",,,,,"Frame: Vote

Sentence: Sen. Richard Burr voted no on the Violence Against Women Act .

Frame Elements:
- Agent: Sen. Richard Burr
- Position: no
- Issue: on the Violence Against Women Act

New order of frame elements: Position, Issue, Agent

",No on the Violence Against Women Act was voted by Sen. Richard Burr.
"During his 18-year Senate career , Russ Feingold supported judges who voted to deny your individual Second Amendment right .",Vote,voted,"(59, 65)","(76, 122)",,,,,,,"Frame: Vote

Sentence: During his 18-year Senate career , Russ Feingold supported judges who voted to deny your individual Second Amendment right .

Frame Elements:
- Agent: judges
- Issue: to deny your individual Second Amendment right

New order of frame elements: Issue, Agent

","To deny your individual Second Amendment right, judges supported by Russ Feingold voted during his 18-year Senate career."
"When Rachel Zenzinger was on the Arvada City Council , she voted to spend taxpayer funds for a junket to China .",Vote,voted,"(55, 58)","(65, 110)",,,,,,,"Frame: Vote

Sentence: When Rachel Zenzinger was on the Arvada City Council , she voted to spend taxpayer funds for a junket to China .

Frame Elements:
- Agent: she
- Issue: to spend taxpayer funds for a junket to China

New order of frame elements: Issue, Agent

","To spend taxpayer funds for a junket to China , Rachel Zenzinger voted when she was on the Arvada City Council."
Joe Heck voted to shut down the government .,Vote,voted,"(0, 8)","(15, 42)",,,,,,,"Frame: Vote

Sentence: Joe Heck voted to shut down the government .

Frame Elements:
- Agent: Joe Heck
- Issue: to shut down the government

New order of frame elements: Issue, Agent

","To shut down the government, Joe Heck voted."
Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .,Vote,voted,"(0, 46)","(68, 82)",,,"(53, 67)",,,,"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Agent, Issue, Frequency

",Democratic U.S. Senate candidate Russ Feingold voted to raise taxes over 250 times.
Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .,Vote,voted,"(0, 46)","(68, 82)",,,"(53, 67)",,,,"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Issue, Agent, Frequency

","To raise taxes, Democratic U.S. Senate candidate Russ Feingold voted over 250 times."
Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .,Vote,voted,"(0, 46)","(68, 82)",,,"(53, 67)",,,,"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Issue, Frequency, Agent

","To raise taxes, Democratic U.S. Senate candidate Russ Feingold voted over 250 times."
Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .,Vote,voted,"(0, 46)","(68, 82)",,,"(53, 67)",,,,"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Frequency, Agent, Issue

","Over 250 times, Democratic U.S. Senate candidate Russ Feingold voted to raise taxes."
Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .,Vote,voted,"(0, 46)","(68, 82)",,,"(53, 67)",,,,"Frame: Vote

Sentence: Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes .

Frame Elements:
- Agent: Democratic U.S. Senate candidate Russ Feingold
- Frequency: over 250 times
- Issue: to raise taxes

New order of frame elements: Frequency, Issue, Agent

","Over 250 times, taxes were raised by Democratic U.S. Senate candidate Russ Feingold through his votes."
Jack Berry voted for a plan to cut $ 23.8 million from our schools .,Vote,voted,"(0, 10)","(21, 66)",,"(17, 20)",,,,,"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Agent, Issue, Position

","Jack Berry, in favor of a plan to cut $23.8 million from our schools, voted."
Jack Berry voted for a plan to cut $ 23.8 million from our schools .,Vote,voted,"(0, 10)","(21, 66)",,"(17, 20)",,,,,"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Issue, Agent, Position

",A plan to cut $23.8 million from our schools was voted for by Jack Berry.
Jack Berry voted for a plan to cut $ 23.8 million from our schools .,Vote,voted,"(0, 10)","(21, 66)",,"(17, 20)",,,,,"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Issue, Position, Agent

",A plan to cut $23.8 million from our schools was voted for by Jack Berry.
Jack Berry voted for a plan to cut $ 23.8 million from our schools .,Vote,voted,"(0, 10)","(21, 66)",,"(17, 20)",,,,,"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Position, Agent, Issue

","For a plan to cut $23.8 million from our schools, Jack Berry voted."
Jack Berry voted for a plan to cut $ 23.8 million from our schools .,Vote,voted,"(0, 10)","(21, 66)",,"(17, 20)",,,,,"Frame: Vote

Sentence: Jack Berry voted for a plan to cut $ 23.8 million from our schools .

Frame Elements:
- Agent: Jack Berry
- Position: for
- Issue: a plan to cut $ 23.8 million from our schools

New order of frame elements: Position, Issue, Agent

","For a plan to cut $23.8 million from our schools, Jack Berry voted."
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .,Vote,vote,"(62, 64)","(111, 188)",,"(103, 110)",,,,,"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Agent, Issue, Position

",He was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits because Chris Koster opposed protecting the women of Missouri.
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .,Vote,vote,"(62, 64)","(111, 188)",,"(103, 110)",,,,,"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Issue, Agent, Position

",A bill ending the practice of making rape victims pay for their own rape kits was opposed by Chris Koster because he was one of only four senators to vote against it.
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .,Vote,vote,"(62, 64)","(111, 188)",,"(103, 110)",,,,,"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Issue, Position, Agent

",A bill ending the practice of making rape victims pay for their own rape kits was voted against by Chris Koster because he was one of only four senators.
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .,Vote,vote,"(62, 64)","(111, 188)",,"(103, 110)",,,,,"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Position, Agent, Issue

","Against the bill ending the practice of making rape victims pay for their own rape kits, he was one of only four senators to vote against it because Chris Koster opposed protecting the women of Missouri."
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .,Vote,vote,"(62, 64)","(111, 188)",,"(103, 110)",,,,,"Frame: Vote

Sentence: Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits .

Frame Elements:
- Agent: he
- Position: against
- Issue: a bill ending the practice of making rape victims pay for their own rape kits

New order of frame elements: Position, Issue, Agent

","Against a bill ending the practice of making rape victims pay for their own rape kits, Chris Koster opposed protecting the women of Missouri by being one of only four senators to vote."
"Russ Feingold voted to raise taxes on Social Security benefits for seniors , he even tried to give Social Security benefits to illegal immigrants .",Vote,voted,"(0, 13)","(20, 74)",,,,,,,"Frame: Vote

Sentence: Russ Feingold voted to raise taxes on Social Security benefits for seniors , he even tried to give Social Security benefits to illegal immigrants .

Frame Elements:
- Agent: Russ Feingold
- Issue: to raise taxes on Social Security benefits for seniors

New order of frame elements: Issue, Agent

","To raise taxes on Social Security benefits for seniors, Russ Feingold voted, he even tried to give Social Security benefits to illegal immigrants."
Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .,Vote,voted,"(67, 74)","(89, 119)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Agent, Issue, Position

","Johnson voted against the Violence Against Women Act, as Donald Trump and Ron Johnson oppose a woman's right to choose."
Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .,Vote,voted,"(67, 74)","(89, 119)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Issue, Agent, Position

",The Violence Against Women Act was voted against by Johnson due to his position against it.
Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .,Vote,voted,"(67, 74)","(89, 119)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Issue, Position, Agent

",The Violence Against Women Act was voted against by Johnson due to his position against it.
Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .,Vote,voted,"(67, 74)","(89, 119)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Position, Agent, Issue

","Against the Violence Against Women Act, Johnson voted, and Donald Trump and Ron Johnson oppose a woman's right to choose."
Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .,Vote,voted,"(67, 74)","(89, 119)",,"(81, 88)",,,,,"Frame: Vote

Sentence: Donald Trump and Ron Johnson oppose a woman 's right to choose and Johnson voted against the Violence Against Women Act .

Frame Elements:
- Agent: Johnson
- Position: against
- Issue: the Violence Against Women Act

New order of frame elements: Position, Issue, Agent

","Against the Violence Against Women Act, Johnson voted, and Donald Trump and Ron Johnson oppose a woman's right to choose."
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,Vote,voted,"(0, 12)","(19, 78)",,,,,,,"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Issue: to protect tax breaks for companies that ship jobs overseas

New order of frame elements: Issue, Agent

","To protect tax breaks for companies that ship jobs overseas, Richard Burr voted, but he voted against a tax break to help working people."
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,Vote,voted,"(0, 12)","(97, 131)",,"(89, 96)",,,,,"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Agent, Issue, Position

",Richard Burr voted against a tax break to help working people while voting to protect tax breaks for companies that ship jobs overseas.
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,Vote,voted,"(0, 12)","(97, 131)",,"(89, 96)",,,,,"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Issue, Agent, Position

",A tax break to help working people was voted against by Richard Burr.
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,Vote,voted,"(0, 12)","(97, 131)",,"(89, 96)",,,,,"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Issue, Position, Agent

",A tax break to help working people was voted against by Richard Burr.
